# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug  6 11:46:19 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN elat:           Ecliptic Latitude [deg]
#
loc_rowid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,elat
1231,HIP 41378 e,HIP 41378,131.00000000,,,-8.84499
1232,HIP 41378 f,HIP 41378,1084.00000000,,,-8.84499
1233,HIP 4845 b,HIP 4845,34.15000000,0.176000,0.250000,-15.73197
1234,HIP 48714 b,HIP 48714,17.81800000,0.112000,0.500000,46.24643
1235,HIP 5158 b,HIP 5158,345.72000000,0.890000,0.520000,-27.05769
1236,HIP 5158 c,HIP 5158,9017.76000000,7.700000,0.140000,-27.05769
1237,HIP 54373 b,HIP 54373,7.76000000,0.063000,0.200000,-22.85728
1238,HIP 54373 c,HIP 54373,15.14400000,0.099000,0.200000,-22.85728
1239,HIP 54597 b,HIP 54597,3250.00000000,3.810000,0.040000,-31.66502
1240,HIP 55507 b,HIP 55507,5138.43727000,5.062000,0.362000,38.70059
1241,HIP 56640 b,HIP 56640,2675.57603000,4.550000,0.118000,-35.78440
1242,HIP 57274 b,HIP 57274,8.13520000,0.070000,0.190000,26.69077
1243,HIP 57274 c,HIP 57274,32.03000000,0.178000,0.050000,26.69077
1244,HIP 57274 d,HIP 57274,431.70000000,1.010000,0.270000,26.69077
1245,HIP 5763 b,HIP 5763,30.01400000,0.170000,0.054000,8.01880
1246,HIP 63242 b,HIP 63242,124.60000000,0.565000,0.230000,-52.66451
1247,HIP 65 A b,HIP 65 A,0.98097340,0.017820,0.000000,-48.65474
1248,HIP 65407 b,HIP 65407,28.12500000,0.177000,0.140000,51.75136
1249,HIP 65407 c,HIP 65407,67.30000000,0.316000,0.120000,51.75136
1250,HIP 65426 b,HIP 65426,,92.000000,,-38.95705
1251,HIP 65891 b,HIP 65891,1079.55726000,2.794000,0.128000,-44.76015
1252,HIP 67522 b,HIP 67522,6.95950300,,0.059000,-27.44205
1253,HIP 67537 b,HIP 67537,2523.64713000,4.807000,0.586000,-26.56688
1254,HIP 67851 b,HIP 67851,88.87622000,0.482000,0.063000,-22.06516
1255,HIP 67851 c,HIP 67851,3923.66090000,6.032000,0.356000,-22.06516
1256,HIP 70849 b,HIP 70849,17337.50000000,20.250000,0.715000,-29.93328
1257,HIP 71135 b,HIP 71135,87.19000000,0.335000,0.210000,-35.45136
1258,HIP 74890 b,HIP 74890,822.30000000,2.100000,0.070000,-22.32994
1259,HIP 75056 A b,HIP 75056 A,47000.00000000,30.000000,0.500000,-15.97576
1260,HIP 75092 b,HIP 75092,926.40000000,2.020000,0.420000,-7.32409
1261,HIP 78530 b,HIP 78530,,740.000000,,-1.28487
1262,HIP 79098 AB b,HIP 79098 AB,,345.000000,,-2.65916
1263,HIP 79431 b,HIP 79431,111.70000000,0.360000,0.290000,2.23782
1264,HIP 81208 C b,HIP 81208 C,104100.00000000,23.040000,,-13.56934
1265,HIP 8541 b,HIP 8541,1852.14387000,3.729000,0.360000,-58.59002
1266,HIP 86221 b,HIP 86221,2.22400000,0.031000,0.086000,51.17625
1267,HIP 90988 b,HIP 90988,455.73816000,1.360000,0.081000,-26.94735
1268,HIP 91258 b,HIP 91258,5.05050000,0.060000,0.020000,83.70419
1269,HIP 94235 b,HIP 94235,7.71305700,0.078700,0.320000,-37.50785
1270,HIP 948 b,HIP 948,24955.45756000,15.037000,0.230000,-36.58332
1271,HIP 9618 b,HIP 9618,20.77290700,0.143800,0.220000,8.19976
1272,HIP 9618 c,HIP 9618,52.56349100,0.266900,0.230000,8.19976
1273,HIP 97166 b,HIP 97166,10.28891000,0.089000,0.160000,78.57380
1274,HIP 97166 c,HIP 97166,16.84000000,0.124000,0.250000,78.57380
1275,HIP 97233 b,HIP 97233,1062.26506000,2.491000,0.630000,20.18423
1276,HIP 99770 b,HIP 99770,18600.00000000,16.900000,0.250000,54.57223
1277,HN Peg b,HN Peg,,773.000000,,26.63305
1278,HR 2562 b,HR 2562,,20.300000,,-81.59348
1279,HR 5183 b,HR 5183,27000.00000000,18.000000,0.840000,16.22001
1280,HR 810 b,HR 810,302.79999000,0.920000,0.140000,-61.01439
1281,HR 858 b,HR 858,3.58599000,0.048000,0.300000,-44.66058
1282,HR 858 c,HR 858,5.97293000,0.067400,0.190000,-44.66058
1283,HR 858 d,HR 858,11.23000000,0.102700,0.280000,-44.66058
1284,HR 8799 b,HR 8799,170000.00000000,68.000000,,24.52435
1285,HR 8799 c,HR 8799,69000.00000000,38.000000,0.500000,24.52435
1286,HR 8799 d,HR 8799,37000.00000000,24.000000,0.600000,24.52435
1287,HR 8799 e,HR 8799,20815.60000000,16.400000,0.150000,24.52435
1288,HU Aqr AB b,HU Aqr,2390.00000000,3.600000,0.000000,10.69020
1289,HU Aqr AB c,HU Aqr,4368.00000000,5.400000,0.510000,10.69020
1290,IC 4651 9122 b,IC 4651 9122,734.00000000,2.038000,0.180000,-26.70235
1291,K2-10 b,K2-10,19.30440000,0.137000,0.310000,-1.57190
1292,K2-100 b,K2-100,1.67390350,0.030100,0.000000,1.58055
1293,K2-101 b,K2-101,14.67624290,0.112400,0.100000,0.62624
1294,K2-102 b,K2-102,9.91561500,,0.100000,1.37306
1295,K2-104 b,K2-104,1.97419540,0.024200,0.090000,1.26762
1296,K2-105 b,K2-105,8.26699280,0.083300,,-5.80027
1297,K2-107 b,K2-107,3.31395900,0.047500,0.000000,0.42865
1298,K2-108 b,K2-108,4.73399900,0.058100,0.180000,-3.39755
1299,K2-11 b,K2-11,39.93767000,0.225700,,-2.50819
1300,K2-110 b,K2-110,13.86375000,0.102070,0.130000,-0.95420
1301,K2-111 b,K2-111,5.35180000,0.056500,0.100000,0.72498
1302,K2-111 c,K2-111,15.68050000,0.115690,0.071000,0.72498
1303,K2-113 b,K2-113,5.81768500,0.064200,0.000000,-1.24747
1304,K2-114 b,K2-114,11.39093110,0.094300,0.081000,-6.75607
1305,K2-115 b,K2-115,20.27261500,0.143000,0.137000,-6.72210
1306,K2-116 b,K2-116,4.65541100,0.048000,0.060000,-1.52485
1307,K2-117 b,K2-117,1.29160000,0.018900,0.060000,-6.62344
1308,K2-117 c,K2-117,5.44401700,0.049200,0.150000,-6.62344
1309,K2-118 b,K2-118,50.92092000,0.245000,0.200000,-2.09059
1310,K2-119 b,K2-119,7.72728300,0.069800,0.070000,-0.91975
1311,K2-12 b,K2-12,8.28246000,0.079200,0.500000,-0.64074
1312,K2-120 b,K2-120,9.56274200,0.078000,0.140000,-0.60750
1313,K2-121 b,K2-121,5.18575390,0.062900,0.220000,-1.48939
1314,K2-122 b,K2-122,2.21930230,0.037300,0.210000,1.10736
1315,K2-123 b,K2-123,30.95152400,0.164900,0.060000,4.08587
1316,K2-124 b,K2-124,6.41365100,0.049000,0.080000,5.49338
1317,K2-125 b,K2-125,21.75026400,0.121000,0.080000,-4.55810
1318,K2-126 b,K2-126,7.38565500,0.065600,0.060000,-3.49207
1319,K2-127 b,K2-127,3.58816300,0.041100,0.120000,-0.39722
1320,K2-128 b,K2-128,5.67581900,0.056000,0.230000,1.46480
1321,K2-129 b,K2-129,8.23949300,0.057000,0.130000,-3.34516
1322,K2-13 b,K2-13,39.91488000,0.211400,,-1.59767
1323,K2-130 b,K2-130,2.49412000,0.032000,0.170000,2.41748
1324,K2-131 b,K2-131,0.36930380,0.009360,0.000000,-7.86259
1325,K2-132 b,K2-132,9.17510000,0.091600,0.290000,-7.16144
1326,K2-133 b,K2-133,3.07133000,0.031940,,2.79868
1327,K2-133 c,K2-133,4.86784000,0.043410,,2.79868
1328,K2-133 d,K2-133,11.02454000,0.074870,,2.79868
1329,K2-133 e,K2-133,26.58410000,0.134600,,2.79868
1330,K2-136 b,K2-136,7.97520000,0.070700,0.140000,1.05393
1331,K2-136 c,K2-136,17.30713000,0.118500,0.047000,1.05393
1332,K2-136 d,K2-136,25.57500000,0.153800,0.071000,1.05393
1333,K2-137 b,K2-137,0.17971900,0.005800,0.000000,-2.96382
1334,K2-138 b,K2-138,2.35309000,0.033850,0.048000,-5.61351
1335,K2-138 c,K2-138,3.56004000,0.044610,0.045000,-5.61351
1336,K2-138 d,K2-138,5.40479000,0.058930,0.043000,-5.61351
1337,K2-138 e,K2-138,8.26146000,0.078200,0.077000,-5.61351
1338,K2-138 f,K2-138,12.75758000,0.104470,0.062000,-5.61351
1339,K2-138 g,K2-138,41.96797000,0.231090,0.059000,-5.61351
1340,K2-139 b,K2-139,28.38061900,0.179600,0.120000,4.33438
1341,K2-14 b,K2-14,8.36802000,0.062700,0.140000,1.60747
1342,K2-140 b,K2-140,6.56918800,0.068000,0.000000,-5.60176
1343,K2-141 b,K2-141,0.28032440,0.007470,0.000000,2.50692
1344,K2-141 c,K2-141,7.74850000,0.068300,0.092000,2.50692
1345,K2-146 b,K2-146,2.64460000,0.024800,0.129000,0.70247
1346,K2-146 c,K2-146,4.00498000,0.032700,0.075000,0.70247
1347,K2-147 b,K2-147,0.96191800,0.015900,,-6.77638
1348,K2-148 b,K2-148,4.38395000,0.045400,,-5.90090
1349,K2-148 c,K2-148,6.92260000,0.061600,,-5.90090
1350,K2-148 d,K2-148,9.75790000,0.077400,,-5.90090
1351,K2-149 b,K2-149,11.33200000,0.083000,,2.80324
1352,K2-15 b,K2-15,11.81040000,0.091000,,3.15223
1353,K2-150 b,K2-150,10.59357000,0.072700,,1.12722
1354,K2-151 b,K2-151,3.83547600,0.037300,,1.24627
1355,K2-152 b,K2-152,32.64790000,0.171600,,-4.69671
1356,K2-153 b,K2-153,7.51574000,0.061400,,3.36870
1357,K2-154 b,K2-154,3.67626000,0.040500,,1.11365
1358,K2-154 c,K2-154,7.95486000,0.067700,,1.11365
1359,K2-155 b,K2-155,6.34200000,0.056200,,-0.16969
1360,K2-155 c,K2-155,13.85000000,0.094600,,-0.16969
1361,K2-155 d,K2-155,40.71800000,0.193700,,-0.16969
1362,K2-156 b,K2-156,0.81314300,0.014900,,-4.70162
1363,K2-157 b,K2-157,0.36526100,,,-3.81511
1364,K2-158 b,K2-158,10.06049000,0.088700,,-5.27212
1365,K2-158 c,K2-158,5.90279000,0.062200,,-5.27212
1366,K2-159 b,K2-159,12.42205000,0.101300,,-3.07001
1367,K2-16 b,K2-16,7.61880000,0.066700,,2.23585
1368,K2-16 c,K2-16,19.07863000,0.122900,,2.23585
1369,K2-160 b,K2-160,3.70587100,,,-1.64968
1370,K2-161 b,K2-161,9.28318800,,,-1.70029
1371,K2-162 b,K2-162,9.45889000,0.079500,,1.37748
1372,K2-163 b,K2-163,6.67311700,,,0.43141
1373,K2-164 b,K2-164,17.35506600,,,-3.25743
1374,K2-165 b,K2-165,2.35499200,,,2.83619
1375,K2-165 c,K2-165,4.38274500,,,2.83619
1376,K2-165 d,K2-165,14.10136100,,,2.83619
1377,K2-166 b,K2-166,8.52695000,0.085800,,4.15639
1378,K2-167 b,K2-167,9.97748000,0.091000,0.470000,-7.66126
1379,K2-168 b,K2-168,15.85230000,,,-4.90552
1380,K2-169 b,K2-169,6.38080300,,,-4.65335
1381,K2-17 b,K2-17,17.96753000,0.119000,0.180000,5.21796
1382,K2-170 b,K2-170,7.57654400,,,-4.08470
1383,K2-170 c,K2-170,12.40004700,,,-4.08470
1384,K2-171 b,K2-171,5.62846600,,,-1.91805
1385,K2-172 b,K2-172,14.31694100,,,-2.13639
1386,K2-172 c,K2-172,29.62682000,,,-2.13639
1387,K2-173 b,K2-173,5.86869900,,,-4.92692
1388,K2-174 b,K2-174,19.56230700,0.126000,,-4.29760
1389,K2-175 b,K2-175,9.52598800,,,-1.35633
1390,K2-176 b,K2-176,5.32943900,,,-2.28277
1391,K2-177 b,K2-177,14.15518500,,,1.10372
1392,K2-178 b,K2-178,8.74781800,,,3.26392
1393,K2-179 b,K2-179,5.17219100,,,3.33702
1394,K2-18 b,K2-18,32.93962300,0.142900,0.200000,4.01942
1395,K2-18 c,K2-18,8.96200000,0.060000,0.470000,4.01942
1396,K2-180 b,K2-180,8.86565110,0.073400,0.000000,-8.71935
1397,K2-181 b,K2-181,6.89425600,0.070600,,-7.81632
1398,K2-182 b,K2-182,4.73696830,0.052600,0.040000,-7.09689
1399,K2-183 b,K2-183,0.46928500,,,-5.38485
1400,K2-183 c,K2-183,10.78799200,0.093200,,-5.38485
1401,K2-183 d,K2-183,22.62034400,0.152700,,-5.38485
1402,K2-184 b,K2-184,16.97801020,0.168500,,-3.99170
1403,K2-185 b,K2-185,10.61638400,,,-3.49510
1404,K2-185 c,K2-185,52.71349400,,,-3.49510
1405,K2-186 b,K2-186,41.47421900,,,1.79898
1406,K2-187 b,K2-187,0.77401000,0.016400,,5.27026
1407,K2-187 c,K2-187,2.87151200,0.039200,,5.27026
1408,K2-187 d,K2-187,7.14958400,0.072000,,5.27026
1409,K2-187 e,K2-187,13.60662900,0.110600,,5.27026
1410,K2-188 b,K2-188,1.74216900,0.028900,,4.77514
1411,K2-188 c,K2-188,7.81025300,0.078500,,4.77514
1412,K2-189 b,K2-189,2.58830900,0.036100,,-4.82414
1413,K2-189 c,K2-189,6.67919500,0.068000,,-4.82414
1414,K2-19 b,K2-19,7.92220000,0.074000,0.200000,-1.44837
1415,K2-19 c,K2-19,11.89930000,0.097100,0.210000,-1.44837
1416,K2-19 d,K2-19,2.50810000,0.034400,0.000000,-1.44837
1417,K2-190 b,K2-190,10.09885800,,,-2.46357
1418,K2-190 c,K2-190,21.57402300,,,-2.46357
1419,K2-191 b,K2-191,2.85864600,,,-3.45909
1420,K2-192 b,K2-192,4.16281700,0.049000,,-0.53919
1421,K2-193 b,K2-193,14.78688900,0.118400,,-0.50040
1422,K2-194 b,K2-194,39.72138600,,,1.21840
1423,K2-195 b,K2-195,15.85297500,0.120800,,-0.13184
1424,K2-195 c,K2-195,28.48278600,,,-0.13184
1425,K2-196 b,K2-196,48.32422200,,,0.13400
1426,K2-197 b,K2-197,8.35788100,0.080600,,1.86425
1427,K2-198 b,K2-198,17.04286830,,,1.39558
1428,K2-198 c,K2-198,3.35960550,,,1.39558
1429,K2-198 d,K2-198,7.45001770,,,1.39558
1430,K2-199 b,K2-199,3.22539930,0.038200,0.020000,5.34060
1431,K2-199 c,K2-199,7.37448970,0.066200,0.030000,5.34060
1432,K2-200 b,K2-200,2.84988300,,,4.38148
1433,K2-201 b,K2-201,1.05979000,,,-1.43933
1434,K2-201 c,K2-201,22.77987800,,,-1.43933
1435,K2-2016-BLG-0005L b,K2-2016-BLG-0005L,4700.00000000,4.160000,,-4.16824
1436,K2-202 b,K2-202,3.40516400,,,0.47006
1437,K2-203 b,K2-203,9.69510100,,,-6.14691
1438,K2-204 b,K2-204,7.05578400,,,-7.30329
1439,K2-205 b,K2-205,26.67226300,,,-5.60023
1440,K2-206 b,K2-206,18.29454900,,,-3.90737
1441,K2-207 b,K2-207,12.48749000,,,-4.03689
1442,K2-208 b,K2-208,4.19094800,,,-7.28846
1443,K2-209 b,K2-209,2.08061500,,,-4.51408
1444,K2-21 b,K2-21,9.32503800,0.076000,0.100000,-5.72499
1445,K2-21 c,K2-21,15.50192000,0.107000,0.210000,-5.72499
1446,K2-210 b,K2-210,0.57023000,,,-5.46462
1447,K2-211 b,K2-211,0.66953200,,,-6.65428
1448,K2-212 b,K2-212,9.79564700,0.078500,,-4.35659
1449,K2-213 b,K2-213,8.13087000,,,-1.95562
1450,K2-214 b,K2-214,8.59680200,0.083400,,-1.96014
1451,K2-215 b,K2-215,8.26964800,,,-1.57154
1452,K2-216 b,K2-216,2.17480000,0.028000,0.000000,1.30322
1453,K2-217 b,K2-217,14.07452400,,,1.49761
1454,K2-218 b,K2-218,8.67988500,,,1.24964
1455,K2-219 b,K2-219,3.90128700,,,3.09857
1456,K2-219 c,K2-219,6.66767000,,,3.09857
1457,K2-219 d,K2-219,11.13727800,,,3.09857
1458,K2-22 b,K2-22,0.38107300,0.009000,0.190000,-1.75392
1459,K2-220 b,K2-220,13.68325600,0.110400,,3.72566
1460,K2-221 b,K2-221,2.39909400,,,2.87184
1461,K2-222 b,K2-222,15.38857000,0.120600,0.160000,4.38938
1462,K2-223 b,K2-223,0.50557000,0.012700,,-7.32923
1463,K2-223 c,K2-223,4.56254600,0.054900,,-7.32923
1464,K2-224 b,K2-224,4.47904000,0.051600,,-5.40849
1465,K2-224 c,K2-224,10.09489000,0.088600,,-5.40849
1466,K2-225 b,K2-225,15.87209000,0.134000,,-6.24176
1467,K2-226 b,K2-226,3.27108000,0.041300,,-7.32374
1468,K2-227 b,K2-227,13.62183200,,,-3.47128
1469,K2-228 b,K2-228,2.69828000,0.033800,,-3.38409
1470,K2-229 b,K2-229,0.58421600,0.013100,0.000000,-3.44652
1471,K2-229 c,K2-229,8.32727000,0.076900,0.000000,-3.44652
1472,K2-230 b,K2-230,2.86041000,0.040900,,-1.55949
1473,K2-231 b,K2-231,13.84190100,,,6.45241
1474,K2-232 b,K2-232,11.16845400,0.103560,0.258000,-3.92156
1475,K2-233 b,K2-233,2.46750000,0.033080,0.079000,-1.68296
1476,K2-233 c,K2-233,7.06005000,0.066660,0.200200,-1.68296
1477,K2-233 d,K2-233,24.36450000,0.152240,0.199900,-1.68296
1478,K2-237 b,K2-237,2.18053539,0.035580,0.042000,-6.07195
1479,K2-238 b,K2-238,3.20466000,0.046000,0.000000,-2.37937
1480,K2-239 b,K2-239,5.24000000,0.044100,,-3.48106
1481,K2-239 c,K2-239,7.77500000,0.057600,,-3.48106
1482,K2-239 d,K2-239,10.11500000,0.068500,,-3.48106
1483,K2-24 b,K2-24,20.88977000,0.154000,0.060000,-3.87591
1484,K2-24 c,K2-24,42.33910000,0.247000,0.070000,-3.87591
1485,K2-240 b,K2-240,6.03400000,0.051300,,-0.05449
1486,K2-240 c,K2-240,20.52300000,0.115900,,-0.05449
1487,K2-241 b,K2-241,26.81990000,0.156700,,-5.74950
1488,K2-242 b,K2-242,6.51389000,0.049400,,-6.04319
1489,K2-243 b,K2-243,11.54182000,0.108700,,-4.04845
1490,K2-243 c,K2-243,24.94598000,0.181700,,-4.04845
1491,K2-244 b,K2-244,21.06884000,0.141800,,-2.13766
1492,K2-245 b,K2-245,11.89307000,0.095900,,0.59807
1493,K2-246 b,K2-246,5.76918000,0.060200,,-0.41675
1494,K2-247 b,K2-247,2.25021000,0.030400,,-5.73127
1495,K2-247 c,K2-247,6.49424000,0.061500,,-5.73127
1496,K2-248 b,K2-248,7.17256000,0.069900,,-7.51491
1497,K2-249 b,K2-249,12.40900000,0.115100,,-6.91389
1498,K2-25 b,K2-25,3.48456408,0.028700,0.428000,-5.82461
1499,K2-250 b,K2-250,4.01457000,0.045900,,-6.23938
1500,K2-251 b,K2-251,9.30075000,0.069400,,-3.62460
1501,K2-252 b,K2-252,13.81513000,0.104100,,-6.68120
1502,K2-253 b,K2-253,4.00167000,0.050600,,-3.44147
1503,K2-254 b,K2-254,4.09639000,0.044800,,-2.12657
1504,K2-254 c,K2-254,12.11839000,0.092300,,-2.12657
1505,K2-255 b,K2-255,1.96417000,0.027400,,0.82606
1506,K2-256 b,K2-256,5.52011000,0.057800,,0.57538
1507,K2-257 b,K2-257,1.60588000,0.021600,,1.48797
1508,K2-258 b,K2-258,19.09210000,0.149000,,1.96135
1509,K2-259 b,K2-259,15.48043000,0.127100,,4.13959
1510,K2-26 b,K2-26,14.56650000,0.096200,,1.21239
1511,K2-260 b,K2-260,2.62666570,0.040400,0.000000,-5.99772
1512,K2-261 b,K2-261,11.63347800,0.103400,0.286000,-6.21057
1513,K2-263 b,K2-263,50.81894700,0.257300,0.150000,-2.68033
1514,K2-264 b,K2-264,5.84000200,0.050230,0.500000,1.61360
1515,K2-264 c,K2-264,19.66030200,0.112830,0.450000,1.61360
1516,K2-265 b,K2-265,2.36917200,0.033760,0.084000,-6.36335
1517,K2-266 b,K2-266,0.65852400,0.013060,,-7.72367
1518,K2-266 c,K2-266,7.81400000,0.067900,0.042000,-7.72367
1519,K2-266 d,K2-266,14.69700000,0.103500,0.047000,-7.72367
1520,K2-266 e,K2-266,19.48200000,0.124900,0.043000,-7.72367
1521,K2-268 b,K2-268,2.15167600,0.030800,,-5.33795
1522,K2-268 c,K2-268,9.32752700,0.081900,,-5.33795
1523,K2-268 d,K2-268,4.52859800,,,-5.33795
1524,K2-268 e,K2-268,6.13124300,,,-5.33795
1525,K2-268 f,K2-268,26.27057000,,,-5.33795
1526,K2-269 b,K2-269,4.14496500,0.053100,,-5.14026
1527,K2-27 b,K2-27,6.77131500,0.067020,0.251000,-2.23354
1528,K2-270 b,K2-270,1.54306900,0.024700,,-4.34206
1529,K2-270 c,K2-270,4.40002800,0.049700,,-4.34206
1530,K2-271 b,K2-271,8.56242100,0.077000,,-3.32077
1531,K2-272 b,K2-272,14.45367560,0.100700,,-0.14617
1532,K2-273 b,K2-273,11.71956630,0.072900,,0.56260
1533,K2-274 b,K2-274,14.13303140,0.096400,,1.78867
1534,K2-275 b,K2-275,3.28096260,0.027700,,2.54522
1535,K2-275 c,K2-275,8.43883850,0.088100,,2.54522
1536,K2-276 b,K2-276,18.71826900,0.129100,,3.20363
1537,K2-277 b,K2-277,6.32676300,0.067500,,-6.23204
1538,K2-278 b,K2-278,3.33496600,0.048800,,-4.44182
1539,K2-279 b,K2-279,7.12260500,0.067000,,3.96941
1540,K2-28 b,K2-28,2.26045500,0.021400,0.000000,2.04010
1541,K2-280 b,K2-280,19.89526000,0.146100,0.350000,-0.28920
1542,K2-281 b,K2-281,8.68772100,0.077300,,0.33372
1543,K2-282 b,K2-282,4.16978300,0.049900,,2.06947
1544,K2-283 b,K2-283,1.92103600,0.029100,,3.72545
1545,K2-284 b,K2-284,4.79506900,0.047710,0.078000,-2.80098
1546,K2-285 b,K2-285,3.47174500,0.038170,0.000000,5.39821
1547,K2-285 c,K2-285,7.13804800,0.082400,0.000000,5.39821
1548,K2-285 d,K2-285,10.45582000,0.117800,0.000000,5.39821
1549,K2-285 e,K2-285,14.76289000,0.180410,0.000000,5.39821
1550,K2-286 b,K2-286,27.35900000,0.176800,,2.34158
1551,K2-287 b,K2-287,14.89329100,0.120600,0.478000,-3.14854
1552,K2-288 B b,K2-288 B,31.39346300,0.164000,,-1.34567
1553,K2-289 b,K2-289,13.15696900,0.107000,,5.83698
1554,K2-29 b,K2-29,3.25883210,0.042170,0.066000,3.28079
1555,K2-290 b,K2-290,9.21165000,0.092300,0.000000,-0.66005
1556,K2-290 c,K2-290,48.36685000,0.305000,0.000000,-0.66005
1557,K2-291 b,K2-291,2.22517700,0.032610,0.000000,-1.30047
1558,K2-292 b,K2-292,16.98410000,0.130000,0.040000,0.54081
1559,K2-293 b,K2-293,13.12250000,,,-2.21244
1560,K2-294 b,K2-294,2.50387000,,,-3.83493
1561,K2-295 b,K2-295,4.02486700,0.045100,0.000000,-1.35564
1562,K2-3 b,K2-3,10.05465350,0.074700,0.107000,-4.37792
1563,K2-3 c,K2-3,24.64672900,0.135700,0.048000,-4.37792
1564,K2-3 d,K2-3,44.55603000,0.201400,0.091000,-4.37792
1565,K2-30 b,K2-30,4.09850300,0.048390,0.000000,3.25479
1566,K2-308 b,K2-308,3.38628000,,,-6.57068
1567,K2-31 b,K2-31,1.25785000,0.022000,0.000000,-1.99957
1568,K2-312 c,HD 80653,921.20000000,1.961000,0.853000,-1.04670
1569,K2-315 b,K2-315,3.14431890,,,-2.16314
1570,K2-316 b,K2-316,1.13300000,0.014700,,-3.90309
1571,K2-316 c,K2-316,5.26000000,0.058200,,-3.90309
1572,K2-317 b,K2-317,6.22000000,0.054200,,-2.89688
1573,K2-318 b,K2-318,7.01000000,0.091100,,1.36891
1574,K2-319 b,K2-319,26.68000000,0.151600,,-2.40955
1575,K2-32 b,K2-32,8.99200000,0.079500,0.030000,2.89203
1576,K2-32 c,K2-32,20.66093000,0.138430,0.049000,2.89203
1577,K2-32 d,K2-32,31.71701000,0.184220,0.050000,2.89203
1578,K2-32 e,K2-32,4.34934000,0.048990,0.043000,2.89203
1579,K2-320 b,K2-320,1.99500000,0.014200,,-1.67798
1580,K2-321 b,K2-321,2.29800000,0.041000,,-6.82396
1581,K2-322 b,K2-322,8.20500000,0.059400,,-4.65108
1582,K2-323 b,K2-323,24.93000000,0.127500,,-2.20776
1583,K2-324 b,K2-324,3.26200000,0.033100,,-2.33299
1584,K2-325 b,K2-325,6.93000000,0.041900,,-4.64293
1585,K2-326 b,K2-326,1.25600000,0.019800,,4.55554
1586,K2-329 b,K2-329,12.45512250,0.101600,0.069700,-1.23386
1587,K2-33 b,K2-33,5.42486500,0.040900,0.000000,1.69710
1588,K2-330 b,K2-330,13.77479800,,,-7.23815
1589,K2-331 b,K2-331,9.39897700,,,-4.32570
1590,K2-331 c,K2-331,22.99659100,,,-4.32570
1591,K2-332 b,K2-332,17.70632000,,,-2.43763
1592,K2-333 b,K2-333,14.75928700,,,-1.27063
1593,K2-334 b,K2-334,5.11398100,,,-0.28211
1594,K2-335 b,K2-335,12.28321100,,,-1.93754
1595,K2-336 b,K2-336,21.19473300,,,-0.54937
1596,K2-337 b,K2-337,16.27356300,,,-1.95805
1597,K2-338 b,K2-338,3.85061400,,,-2.59984
1598,K2-339 b,K2-339,19.50742800,,,0.32987
1599,K2-34 b,K2-34,2.99563480,0.044200,0.000000,3.17545
1600,K2-340 b,K2-340,29.74045100,,,0.19120
1601,K2-341 b,K2-341,36.55255100,,,1.61308
1602,K2-342 b,K2-342,11.56105200,,,3.53990
1603,K2-343 b,K2-343,2.78717400,,,4.07059
1604,K2-343 c,K2-343,7.67697200,,,4.07059
1605,K2-344 b,K2-344,3.35585000,,,4.79889
1606,K2-345 b,K2-345,10.36743700,,,3.96497
1607,K2-346 b,K2-346,26.20144600,,,3.23937
1608,K2-347 b,K2-347,7.18725700,,,3.93940
1609,K2-348 b,K2-348,4.68841800,,,6.05619
1610,K2-348 c,K2-348,12.55017100,,,6.05619
1611,K2-349 b,K2-349,9.03217800,,,-5.90154
1612,K2-35 b,K2-35,2.39996400,0.031000,0.130000,-2.73760
1613,K2-35 c,K2-35,5.60835200,0.055000,0.120000,-2.73760
1614,K2-350 b,K2-350,4.16387300,,,-3.72145
1615,K2-350 c,K2-350,19.99194400,,,-3.72145
1616,K2-351 b,K2-351,7.80616400,,,-0.74719
1617,K2-352 b,K2-352,3.66591200,,,2.88875
1618,K2-352 c,K2-352,8.23488500,,,2.88875
1619,K2-352 d,K2-352,14.87138700,,,2.88875
1620,K2-353 b,K2-353,15.46680500,,,6.30918
1621,K2-354 b,K2-354,3.79330600,,,-8.16913
1622,K2-355 b,K2-355,5.73856470,0.063200,,-5.96872
1623,K2-356 b,K2-356,21.02673660,0.159900,,-4.96509
1624,K2-357 b,K2-357,16.34886370,0.145000,,-1.49011
1625,K2-358 b,K2-358,11.25102850,0.086300,,1.51500
1626,K2-36 b,K2-36,1.42261400,0.022880,0.093000,-0.61901
1627,K2-36 c,K2-36,5.34088800,0.055280,0.089000,-0.61901
1628,K2-365 b,K2-365,23.44817200,,,-0.66151
1629,K2-366 b,K2-366,15.93703900,,,1.85999
1630,K2-367 b,K2-367,20.64509900,,,-3.70355
1631,K2-368 b,K2-368,5.02559800,,,0.09746
1632,K2-368 c,K2-368,9.66018600,,,0.09746
1633,K2-368 d,K2-368,20.20108500,,,0.09746
1634,K2-369 b,K2-369,5.76161200,,,1.36555
1635,K2-37 b,K2-37,4.44117000,0.051100,,-3.53173
1636,K2-37 c,K2-37,6.42904000,0.065400,,-3.53173
